"","Survey_ID","State","Year","Duration","Waterbody_Unique_Name","WB_ID","Effort_Hours"
"1689","AK_1110_2017_A","Alaska","2017","365","Gulkana River - West Fork to highway (AK_Val)","AK_1110",""
"1690","AK_1110_2018_A","Alaska","2018","365","Gulkana River - West Fork to highway (AK_Val)","AK_1110",""
"1691","AK_1105_2005_A","Alaska","2005","365","Gulkana River (AK_Val)","AK_1105",""
"1692","AK_1105_2006_A","Alaska","2006","365","Gulkana River (AK_Val)","AK_1105",""
"1693","AK_1105_2007_A","Alaska","2007","365","Gulkana River (AK_Val)","AK_1105",""
"1694","AK_1105_2008_A","Alaska","2008","366","Gulkana River (AK_Val)","AK_1105",""
"1695","AK_1105_2009_A","Alaska","2009","365","Gulkana River (AK_Val)","AK_1105",""
"1696","AK_1105_2010_A","Alaska","2010","365","Gulkana River (AK_Val)","AK_1105",""
"1697","AK_1105_2011_A","Alaska","2011","365","Gulkana River (AK_Val)","AK_1105",""
"1698","AK_1105_2012_A","Alaska","2012","366","Gulkana River (AK_Val)","AK_1105",""
"1699","AK_1105_2013_A","Alaska","2013","365","Gulkana River (AK_Val)","AK_1105",""
"1700","AK_1105_2014_A","Alaska","2014","365","Gulkana River (AK_Val)","AK_1105",""
"1701","AK_1105_2015_A","Alaska","2015","365","Gulkana River (AK_Val)","AK_1105",""
"1702","AK_1105_2016_A","Alaska","2016","366","Gulkana River (AK_Val)","AK_1105",""
"1703","AK_1105_2017_A","Alaska","2017","365","Gulkana River (AK_Val)","AK_1105",""
"1704","AK_1105_2018_A","Alaska","2018","365","Gulkana River (AK_Val)","AK_1105",""
"1705","AK_1090_1996_A","Alaska","1996","366","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1706","AK_1090_1997_A","Alaska","1997","365","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1707","AK_1090_1998_A","Alaska","1998","365","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1708","AK_1090_1999_A","Alaska","1999","365","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1709","AK_1090_2000_A","Alaska","2000","366","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1710","AK_1090_2001_A","Alaska","2001","365","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1711","AK_1090_2002_A","Alaska","2002","365","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1712","AK_1090_2003_A","Alaska","2003","365","Gulkana River (Paxson to Sourdough) (AK_Val)","AK_1090",""
"1713","AK_1107_2004_A","Alaska","2004","366","Gulkana River (Paxson to West Fork) (AK_Val)","AK_1107",""
"1714","AK_1107_2005_A","Alaska","2005","365","Gulkana River (Paxson to West Fork) (AK_Val)","AK_1107",""
"1715","AK_1107_2006_A","Alaska","2006","365","Gulkana River (Paxson to West Fork) (AK_Val)","AK_1107",""
"1716","AK_1096_1996_A","Alaska","1996","366","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1717","AK_1096_1997_A","Alaska","1997","365","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1718","AK_1096_1998_A","Alaska","1998","365","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1719","AK_1096_1999_A","Alaska","1999","365","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1720","AK_1096_2000_A","Alaska","2000","366","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1721","AK_1096_2001_A","Alaska","2001","365","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1722","AK_1096_2002_A","Alaska","2002","365","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1723","AK_1096_2003_A","Alaska","2003","365","Gulkana River (Sourdough to Highway) (AK_Val)","AK_1096",""
"1724","AK_1102_2005_A","Alaska","2005","365","Gulkana River Middle Fork (AK_Val)","AK_1102",""
"1725","AK_1091_1996_A","Alaska","1996","366","Gulkana River Other (AK_Val)","AK_1091",""
"1726","AK_1091_1997_A","Alaska","1997","365","Gulkana River Other (AK_Val)","AK_1091",""
"1727","AK_1091_1998_A","Alaska","1998","365","Gulkana River Other (AK_Val)","AK_1091",""
"1728","AK_1091_1999_A","Alaska","1999","365","Gulkana River Other (AK_Val)","AK_1091",""
"1729","AK_1091_2000_A","Alaska","2000","366","Gulkana River Other (AK_Val)","AK_1091",""
"1730","AK_1091_2001_A","Alaska","2001","365","Gulkana River Other (AK_Val)","AK_1091",""
"1731","AK_1091_2002_A","Alaska","2002","365","Gulkana River Other (AK_Val)","AK_1091",""
"1732","AK_1091_2003_A","Alaska","2003","365","Gulkana River Other (AK_Val)","AK_1091",""
"1733","AK_1091_2004_A","Alaska","2004","366","Gulkana River Other (AK_Val)","AK_1091",""
"1734","AK_1166_1996_A","Alaska","1996","366","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1735","AK_1166_1997_A","Alaska","1997","365","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1736","AK_1166_1998_A","Alaska","1998","365","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1737","AK_1166_1999_A","Alaska","1999","365","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1738","AK_1166_2000_A","Alaska","2000","366","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1739","AK_1166_2001_A","Alaska","2001","365","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1740","AK_1166_2002_A","Alaska","2002","365","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1741","AK_1166_2003_A","Alaska","2003","365","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1742","AK_1166_2004_A","Alaska","2004","366","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1743","AK_1166_2008_A","Alaska","2008","366","Gwen Lake (JBER) (AK_Anc)","AK_1166",""
"1744","AK_1409_1996_A","Alaska","1996","366","Harding Lake (AK_Fai)","AK_1409",""
"1745","AK_1409_1997_A","Alaska","1997","365","Harding Lake (AK_Fai)","AK_1409",""
"1746","AK_1409_1998_A","Alaska","1998","365","Harding Lake (AK_Fai)","AK_1409",""
"1747","AK_1409_1999_A","Alaska","1999","365","Harding Lake (AK_Fai)","AK_1409",""
"1748","AK_1409_2000_A","Alaska","2000","366","Harding Lake (AK_Fai)","AK_1409",""
"1749","AK_1409_2001_A","Alaska","2001","365","Harding Lake (AK_Fai)","AK_1409",""
"1750","AK_1409_2002_A","Alaska","2002","365","Harding Lake (AK_Fai)","AK_1409",""
"1751","AK_1409_2003_A","Alaska","2003","365","Harding Lake (AK_Fai)","AK_1409",""
"1752","AK_1409_2004_A","Alaska","2004","366","Harding Lake (AK_Fai)","AK_1409",""
"1753","AK_1409_2005_A","Alaska","2005","365","Harding Lake (AK_Fai)","AK_1409",""
"1754","AK_1409_2006_A","Alaska","2006","365","Harding Lake (AK_Fai)","AK_1409",""
"1755","AK_1409_2007_A","Alaska","2007","365","Harding Lake (AK_Fai)","AK_1409",""
"1756","AK_1409_2008_A","Alaska","2008","366","Harding Lake (AK_Fai)","AK_1409",""
"1757","AK_1409_2009_A","Alaska","2009","365","Harding Lake (AK_Fai)","AK_1409",""
"1758","AK_1409_2010_A","Alaska","2010","365","Harding Lake (AK_Fai)","AK_1409",""
"1759","AK_1409_2011_A","Alaska","2011","365","Harding Lake (AK_Fai)","AK_1409",""
"1760","AK_1409_2012_A","Alaska","2012","366","Harding Lake (AK_Fai)","AK_1409",""
"1761","AK_1409_2013_A","Alaska","2013","365","Harding Lake (AK_Fai)","AK_1409",""
"1762","AK_1409_2014_A","Alaska","2014","365","Harding Lake (AK_Fai)","AK_1409",""
"1763","AK_1409_2015_A","Alaska","2015","365","Harding Lake (AK_Fai)","AK_1409",""
"1764","AK_1013_1996_A","Alaska","1996","366","Harris River (AK_Pri)","AK_1013",""
"1765","AK_1013_1997_A","Alaska","1997","365","Harris River (AK_Pri)","AK_1013",""
"1766","AK_1013_1998_A","Alaska","1998","365","Harris River (AK_Pri)","AK_1013",""
"1767","AK_1013_1999_A","Alaska","1999","365","Harris River (AK_Pri)","AK_1013",""
"1768","AK_1013_2000_A","Alaska","2000","366","Harris River (AK_Pri)","AK_1013",""
"1769","AK_1013_2001_A","Alaska","2001","365","Harris River (AK_Pri)","AK_1013",""
"1770","AK_1013_2002_A","Alaska","2002","365","Harris River (AK_Pri)","AK_1013",""
"1771","AK_1013_2003_A","Alaska","2003","365","Harris River (AK_Pri)","AK_1013",""
"1772","AK_1013_2004_A","Alaska","2004","366","Harris River (AK_Pri)","AK_1013",""
"1773","AK_1013_2005_A","Alaska","2005","365","Harris River (AK_Pri)","AK_1013",""
"1774","AK_1013_2006_A","Alaska","2006","365","Harris River (AK_Pri)","AK_1013",""
"1775","AK_1013_2007_A","Alaska","2007","365","Harris River (AK_Pri)","AK_1013",""
"1776","AK_1013_2008_A","Alaska","2008","366","Harris River (AK_Pri)","AK_1013",""
"1777","AK_1013_2009_A","Alaska","2009","365","Harris River (AK_Pri)","AK_1013",""
"1778","AK_1013_2010_A","Alaska","2010","365","Harris River (AK_Pri)","AK_1013",""
"1779","AK_1013_2011_A","Alaska","2011","365","Harris River (AK_Pri)","AK_1013",""
"1780","AK_1013_2012_A","Alaska","2012","366","Harris River (AK_Pri)","AK_1013",""
"1781","AK_1013_2013_A","Alaska","2013","365","Harris River (AK_Pri)","AK_1013",""
"1782","AK_1013_2014_A","Alaska","2014","365","Harris River (AK_Pri)","AK_1013",""
"1783","AK_1013_2015_A","Alaska","2015","365","Harris River (AK_Pri)","AK_1013",""
"1784","AK_1013_2016_A","Alaska","2016","366","Harris River (AK_Pri)","AK_1013",""
"1785","AK_1013_2017_A","Alaska","2017","365","Harris River (AK_Pri)","AK_1013",""
"1786","AK_1013_2018_A","Alaska","2018","365","Harris River (AK_Pri)","AK_1013",""
"1787","AK_1043_1997_A","Alaska","1997","365","Hasselborg Lake (AK_Hoo)","AK_1043",""
"1788","AK_1043_1998_A","Alaska","1998","365","Hasselborg Lake (AK_Hoo)","AK_1043",""
"1789","AK_1267_1996_A","Alaska","1996","366","Hidden Lake (AK_Ken)","AK_1267",""
"1790","AK_1267_1997_A","Alaska","1997","365","Hidden Lake (AK_Ken)","AK_1267",""
"1791","AK_1267_1998_A","Alaska","1998","365","Hidden Lake (AK_Ken)","AK_1267",""
"1792","AK_1267_1999_A","Alaska","1999","365","Hidden Lake (AK_Ken)","AK_1267",""
"1793","AK_1267_2000_A","Alaska","2000","366","Hidden Lake (AK_Ken)","AK_1267",""
"1794","AK_1267_2001_A","Alaska","2001","365","Hidden Lake (AK_Ken)","AK_1267",""
"1795","AK_1267_2002_A","Alaska","2002","365","Hidden Lake (AK_Ken)","AK_1267",""
"1796","AK_1267_2003_A","Alaska","2003","365","Hidden Lake (AK_Ken)","AK_1267",""
"1797","AK_1267_2004_A","Alaska","2004","366","Hidden Lake (AK_Ken)","AK_1267",""
"1798","AK_1267_2005_A","Alaska","2005","365","Hidden Lake (AK_Ken)","AK_1267",""
"1799","AK_1267_2006_A","Alaska","2006","365","Hidden Lake (AK_Ken)","AK_1267",""
"1800","AK_1267_2007_A","Alaska","2007","365","Hidden Lake (AK_Ken)","AK_1267",""
"1801","AK_1267_2008_A","Alaska","2008","366","Hidden Lake (AK_Ken)","AK_1267",""
"1802","AK_1267_2009_A","Alaska","2009","365","Hidden Lake (AK_Ken)","AK_1267",""
"1803","AK_1267_2010_A","Alaska","2010","365","Hidden Lake (AK_Ken)","AK_1267",""
"1804","AK_1267_2011_A","Alaska","2011","365","Hidden Lake (AK_Ken)","AK_1267",""
"1805","AK_1267_2012_A","Alaska","2012","366","Hidden Lake (AK_Ken)","AK_1267",""
"1806","AK_1267_2013_A","Alaska","2013","365","Hidden Lake (AK_Ken)","AK_1267",""
"1807","AK_1415_1996_A","Alaska","1996","366","Hidden Lake (Eielson AFB) (AK_Fai)","AK_1415",""
"1808","AK_1169_1996_A","Alaska","1996","366","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1809","AK_1169_1997_A","Alaska","1997","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1810","AK_1169_1998_A","Alaska","1998","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1811","AK_1169_1999_A","Alaska","1999","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1812","AK_1169_2000_A","Alaska","2000","366","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1813","AK_1169_2001_A","Alaska","2001","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1814","AK_1169_2002_A","Alaska","2002","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1815","AK_1169_2003_A","Alaska","2003","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1816","AK_1169_2004_A","Alaska","2004","366","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1817","AK_1169_2006_A","Alaska","2006","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1818","AK_1169_2008_A","Alaska","2008","366","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1819","AK_1169_2009_A","Alaska","2009","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1820","AK_1169_2010_A","Alaska","2010","365","Hillberg Lake (JBER) (AK_Anc)","AK_1169",""
"1821","AK_1444_1996_A","Alaska","1996","366","Holitna River (AK_Bet)","AK_1444",""
"1822","AK_1444_1997_A","Alaska","1997","365","Holitna River (AK_Bet)","AK_1444",""
"1823","AK_1444_1998_A","Alaska","1998","365","Holitna River (AK_Bet)","AK_1444",""
"1824","AK_1444_1999_A","Alaska","1999","365","Holitna River (AK_Bet)","AK_1444",""
"1825","AK_1444_2000_A","Alaska","2000","366","Holitna River (AK_Bet)","AK_1444",""
"1826","AK_1444_2001_A","Alaska","2001","365","Holitna River (AK_Bet)","AK_1444",""
"1827","AK_1444_2002_A","Alaska","2002","365","Holitna River (AK_Bet)","AK_1444",""
"1828","AK_1444_2003_A","Alaska","2003","365","Holitna River (AK_Bet)","AK_1444",""
"1829","AK_1444_2004_A","Alaska","2004","366","Holitna River (AK_Bet)","AK_1444",""
"1830","AK_1444_2009_A","Alaska","2009","365","Holitna River (AK_Bet)","AK_1444",""
"1831","AK_1444_2010_A","Alaska","2010","365","Holitna River (AK_Bet)","AK_1444",""
"1832","AK_1444_2011_A","Alaska","2011","365","Holitna River (AK_Bet)","AK_1444",""
"1833","AK_1444_2015_A","Alaska","2015","365","Holitna River (AK_Bet)","AK_1444",""
"1834","AK_1118_2003_A","Alaska","2003","365","Ibeck Creek (AK_Val)","AK_1118",""
"1835","AK_1118_2005_A","Alaska","2005","365","Ibeck Creek (AK_Val)","AK_1118",""
"1836","AK_1118_2007_A","Alaska","2007","365","Ibeck Creek (AK_Val)","AK_1118",""
"1837","AK_1118_2008_A","Alaska","2008","366","Ibeck Creek (AK_Val)","AK_1118",""
"1838","AK_1118_2009_A","Alaska","2009","365","Ibeck Creek (AK_Val)","AK_1118",""
"1839","AK_1118_2010_A","Alaska","2010","365","Ibeck Creek (AK_Val)","AK_1118",""
"1840","AK_1118_2011_A","Alaska","2011","365","Ibeck Creek (AK_Val)","AK_1118",""
"1841","AK_1118_2012_A","Alaska","2012","366","Ibeck Creek (AK_Val)","AK_1118",""
"1842","AK_1118_2013_A","Alaska","2013","365","Ibeck Creek (AK_Val)","AK_1118",""
"1843","AK_1118_2014_A","Alaska","2014","365","Ibeck Creek (AK_Val)","AK_1118",""
"1844","AK_1118_2015_A","Alaska","2015","365","Ibeck Creek (AK_Val)","AK_1118",""
"1845","AK_1118_2016_A","Alaska","2016","366","Ibeck Creek (AK_Val)","AK_1118",""
"1846","AK_1118_2017_A","Alaska","2017","365","Ibeck Creek (AK_Val)","AK_1118",""
"1847","AK_1118_2018_A","Alaska","2018","365","Ibeck Creek (AK_Val)","AK_1118",""
"1848","AK_1357_1996_A","Alaska","1996","366","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1849","AK_1357_1997_A","Alaska","1997","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1850","AK_1357_1998_A","Alaska","1998","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1851","AK_1357_1999_A","Alaska","1999","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1852","AK_1357_2000_A","Alaska","2000","366","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1853","AK_1357_2004_A","Alaska","2004","366","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1854","AK_1357_2005_A","Alaska","2005","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1855","AK_1357_2006_A","Alaska","2006","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1856","AK_1357_2007_A","Alaska","2007","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1857","AK_1357_2008_A","Alaska","2008","366","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1858","AK_1357_2009_A","Alaska","2009","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1859","AK_1357_2010_A","Alaska","2010","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1860","AK_1357_2011_A","Alaska","2011","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1861","AK_1357_2012_A","Alaska","2012","366","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1862","AK_1357_2013_A","Alaska","2013","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1863","AK_1357_2014_A","Alaska","2014","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1864","AK_1357_2015_A","Alaska","2015","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1865","AK_1357_2016_A","Alaska","2016","366","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1866","AK_1357_2017_A","Alaska","2017","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1867","AK_1357_2018_A","Alaska","2018","365","Iliamna Lake and tributaries (AK_Lak)","AK_1357",""
"1868","AK_1355_2008_A","Alaska","2008","366","Iliamna River (AK_Lak)","AK_1355",""
"1869","AK_1355_2009_A","Alaska","2009","365","Iliamna River (AK_Lak)","AK_1355",""
"1870","AK_1355_2011_A","Alaska","2011","365","Iliamna River (AK_Lak)","AK_1355",""
"1871","AK_1355_2013_A","Alaska","2013","365","Iliamna River (AK_Lak)","AK_1355",""
"1872","AK_1355_2015_A","Alaska","2015","365","Iliamna River (AK_Lak)","AK_1355",""
"1873","AK_1355_2016_A","Alaska","2016","366","Iliamna River (AK_Lak)","AK_1355",""
"1874","AK_1355_2017_A","Alaska","2017","365","Iliamna River (AK_Lak)","AK_1355",""
"1875","AK_1355_2018_A","Alaska","2018","365","Iliamna River (AK_Lak)","AK_1355",""
"1876","AK_1206_2004_A","Alaska","2004","366","Indian River (AK_Mat)","AK_1206",""
"1877","AK_1186_2000_A","Alaska","2000","366","Ingram Creek (AK_Ken)","AK_1186",""
"1878","AK_1186_2002_A","Alaska","2002","365","Ingram Creek (AK_Ken)","AK_1186",""
"1879","AK_1186_2004_A","Alaska","2004","366","Ingram Creek (AK_Ken)","AK_1186",""
"1880","AK_1186_2008_A","Alaska","2008","366","Ingram Creek (AK_Ken)","AK_1186",""
"1881","AK_1186_2009_A","Alaska","2009","365","Ingram Creek (AK_Ken)","AK_1186",""
"1882","AK_1186_2010_A","Alaska","2010","365","Ingram Creek (AK_Ken)","AK_1186",""
"1883","AK_1186_2012_A","Alaska","2012","366","Ingram Creek (AK_Ken)","AK_1186",""
"1884","AK_1186_2014_A","Alaska","2014","365","Ingram Creek (AK_Ken)","AK_1186",""
"1885","AK_1186_2015_A","Alaska","2015","365","Ingram Creek (AK_Ken)","AK_1186",""
"1886","AK_1488_1996_A","Alaska","1996","366","Innoko River drainage (AK_Yuk)","AK_1488",""
"1887","AK_1488_1997_A","Alaska","1997","365","Innoko River drainage (AK_Yuk)","AK_1488",""
"1888","AK_1488_1998_A","Alaska","1998","365","Innoko River drainage (AK_Yuk)","AK_1488",""
"1889","AK_1488_1999_A","Alaska","1999","365","Innoko River drainage (AK_Yuk)","AK_1488",""
"1890","AK_1488_2000_A","Alaska","2000","366","Innoko River drainage (AK_Yuk)","AK_1488",""
"1891","AK_1488_2001_A","Alaska","2001","365","Innoko River drainage (AK_Yuk)","AK_1488",""
"1892","AK_1488_2002_A","Alaska","2002","365","Innoko River drainage (AK_Yuk)","AK_1488",""
"1893","AK_1488_2003_A","Alaska","2003","365","Innoko River drainage (AK_Yuk)","AK_1488",""
"1894","AK_1488_2004_A","Alaska","2004","366","Innoko River drainage (AK_Yuk)","AK_1488",""
"1895","AK_1078_1999_A","Alaska","1999","365","Italio River (AK_Yak)","AK_1078",""
"1896","AK_1078_2000_A","Alaska","2000","366","Italio River (AK_Yak)","AK_1078",""
"1897","AK_1078_2001_A","Alaska","2001","365","Italio River (AK_Yak)","AK_1078",""
"1898","AK_1078_2003_A","Alaska","2003","365","Italio River (AK_Yak)","AK_1078",""
"1899","AK_1078_2004_A","Alaska","2004","366","Italio River (AK_Yak)","AK_1078",""
"1900","AK_1078_2005_A","Alaska","2005","365","Italio River (AK_Yak)","AK_1078",""
"1901","AK_1078_2006_A","Alaska","2006","365","Italio River (AK_Yak)","AK_1078",""
"1902","AK_1078_2007_A","Alaska","2007","365","Italio River (AK_Yak)","AK_1078",""
"1903","AK_1078_2008_A","Alaska","2008","366","Italio River (AK_Yak)","AK_1078",""
"1904","AK_1078_2009_A","Alaska","2009","365","Italio River (AK_Yak)","AK_1078",""
"1905","AK_1078_2010_A","Alaska","2010","365","Italio River (AK_Yak)","AK_1078",""
"1906","AK_1078_2011_A","Alaska","2011","365","Italio River (AK_Yak)","AK_1078",""
"1907","AK_1078_2013_A","Alaska","2013","365","Italio River (AK_Yak)","AK_1078",""
"1908","AK_1078_2014_A","Alaska","2014","365","Italio River (AK_Yak)","AK_1078",""
"1909","AK_1078_2015_A","Alaska","2015","365","Italio River (AK_Yak)","AK_1078",""
"1910","AK_1078_2016_A","Alaska","2016","366","Italio River (AK_Yak)","AK_1078",""
"1911","AK_1078_2017_A","Alaska","2017","365","Italio River (AK_Yak)","AK_1078",""
"1912","AK_1078_2018_A","Alaska","2018","365","Italio River (AK_Yak)","AK_1078",""
"1913","AK_1501_2008_A","Alaska","2008","366","Ivishak River (AK_Nor)","AK_1501",""
"1914","AK_1410_1996_A","Alaska","1996","366","Jan Lake (AK_Sou)","AK_1410",""
"1915","AK_1159_1996_A","Alaska","1996","366","Jewel Lake (AK_Anc)","AK_1159",""
"1916","AK_1159_1997_A","Alaska","1997","365","Jewel Lake (AK_Anc)","AK_1159",""
"1917","AK_1159_1998_A","Alaska","1998","365","Jewel Lake (AK_Anc)","AK_1159",""
"1918","AK_1159_1999_A","Alaska","1999","365","Jewel Lake (AK_Anc)","AK_1159",""
"1919","AK_1159_2000_A","Alaska","2000","366","Jewel Lake (AK_Anc)","AK_1159",""
"1920","AK_1159_2001_A","Alaska","2001","365","Jewel Lake (AK_Anc)","AK_1159",""
"1921","AK_1159_2002_A","Alaska","2002","365","Jewel Lake (AK_Anc)","AK_1159",""
"1922","AK_1159_2003_A","Alaska","2003","365","Jewel Lake (AK_Anc)","AK_1159",""
"1923","AK_1159_2004_A","Alaska","2004","366","Jewel Lake (AK_Anc)","AK_1159",""
"1924","AK_1159_2005_A","Alaska","2005","365","Jewel Lake (AK_Anc)","AK_1159",""
"1925","AK_1159_2006_A","Alaska","2006","365","Jewel Lake (AK_Anc)","AK_1159",""
"1926","AK_1159_2007_A","Alaska","2007","365","Jewel Lake (AK_Anc)","AK_1159",""
"1927","AK_1159_2008_A","Alaska","2008","366","Jewel Lake (AK_Anc)","AK_1159",""
"1928","AK_1159_2009_A","Alaska","2009","365","Jewel Lake (AK_Anc)","AK_1159",""
"1929","AK_1159_2010_A","Alaska","2010","365","Jewel Lake (AK_Anc)","AK_1159",""
"1930","AK_1159_2011_A","Alaska","2011","365","Jewel Lake (AK_Anc)","AK_1159",""
"1931","AK_1159_2012_A","Alaska","2012","366","Jewel Lake (AK_Anc)","AK_1159",""
"1932","AK_1159_2013_A","Alaska","2013","365","Jewel Lake (AK_Anc)","AK_1159",""
"1933","AK_1159_2014_A","Alaska","2014","365","Jewel Lake (AK_Anc)","AK_1159",""
"1934","AK_1159_2015_A","Alaska","2015","365","Jewel Lake (AK_Anc)","AK_1159",""
"1935","AK_1159_2016_A","Alaska","2016","366","Jewel Lake (AK_Anc)","AK_1159",""
"1936","AK_1159_2017_A","Alaska","2017","365","Jewel Lake (AK_Anc)","AK_1159",""
"1937","AK_1159_2018_A","Alaska","2018","365","Jewel Lake (AK_Anc)","AK_1159",""
"1938","AK_1483_2010_A","Alaska","2010","365","Jim River (AK_Yuk)","AK_1483",""
"1939","AK_1273_1996_A","Alaska","1996","366","Johnson Lake (AK_Ken)","AK_1273",""
"1940","AK_1273_1997_A","Alaska","1997","365","Johnson Lake (AK_Ken)","AK_1273",""
"1941","AK_1273_1998_A","Alaska","1998","365","Johnson Lake (AK_Ken)","AK_1273",""
"1942","AK_1273_1999_A","Alaska","1999","365","Johnson Lake (AK_Ken)","AK_1273",""
"1943","AK_1273_2000_A","Alaska","2000","366","Johnson Lake (AK_Ken)","AK_1273",""
"1944","AK_1273_2001_A","Alaska","2001","365","Johnson Lake (AK_Ken)","AK_1273",""
"1945","AK_1273_2002_A","Alaska","2002","365","Johnson Lake (AK_Ken)","AK_1273",""
"1946","AK_1273_2003_A","Alaska","2003","365","Johnson Lake (AK_Ken)","AK_1273",""
"1947","AK_1273_2004_A","Alaska","2004","366","Johnson Lake (AK_Ken)","AK_1273",""
"1948","AK_1273_2005_A","Alaska","2005","365","Johnson Lake (AK_Ken)","AK_1273",""
"1949","AK_1273_2006_A","Alaska","2006","365","Johnson Lake (AK_Ken)","AK_1273",""
"1950","AK_1273_2009_A","Alaska","2009","365","Johnson Lake (AK_Ken)","AK_1273",""
"1951","AK_1273_2010_A","Alaska","2010","365","Johnson Lake (AK_Ken)","AK_1273",""
"1952","AK_1273_2011_A","Alaska","2011","365","Johnson Lake (AK_Ken)","AK_1273",""
"1953","AK_1273_2012_A","Alaska","2012","366","Johnson Lake (AK_Ken)","AK_1273",""
"1954","AK_1273_2013_A","Alaska","2013","365","Johnson Lake (AK_Ken)","AK_1273",""
"1955","AK_1273_2014_A","Alaska","2014","365","Johnson Lake (AK_Ken)","AK_1273",""
"1956","AK_1273_2015_A","Alaska","2015","365","Johnson Lake (AK_Ken)","AK_1273",""
"1957","AK_1273_2016_A","Alaska","2016","366","Johnson Lake (AK_Ken)","AK_1273",""
"1958","AK_1273_2017_A","Alaska","2017","365","Johnson Lake (AK_Ken)","AK_1273",""
"1959","AK_1273_2018_A","Alaska","2018","365","Johnson Lake (AK_Ken)","AK_1273",""
"1960","AK_1025_1998_A","Alaska","1998","365","Kah Sheets River (AK_Pet)","AK_1025",""
"1961","AK_1025_2000_A","Alaska","2000","366","Kah Sheets River (AK_Pet)","AK_1025",""
"1962","AK_1025_2009_A","Alaska","2009","365","Kah Sheets River (AK_Pet)","AK_1025",""
"1963","AK_1146_1996_A","Alaska","1996","366","Kalmbach Lake (AK_Mat)","AK_1146",""
"1964","AK_1252_2012_A","Alaska","2012","366","Kamishak River (AK_Ken)","AK_1252",""
"1965","AK_1441_1996_A","Alaska","1996","366","Kanektok River drainage (AK_Bet)","AK_1441",""
"1966","AK_1441_1997_A","Alaska","1997","365","Kanektok River drainage (AK_Bet)","AK_1441",""
"1967","AK_1441_1998_A","Alaska","1998","365","Kanektok River drainage (AK_Bet)","AK_1441",""
